bus_id,phase,scenario,p_pu,q_pu
B40,a,h099,-0.001152,-0.00023392357705037285
B52,c,h099,-0.004224,-0.0008577197825180339
B61,c,h099,-0.003072,-0.0006237962054676609
B78,c,h099,-0.006144,-0.0012475924109353219
B79,c,h099,-0.001152,-0.00023392357705037285
B80,c,h099,-0.004992,-0.001013668833884949
B85,a,h099,-0.00192,-0.00038987262841728813
B86,a,h099,-0.000384,-7.797452568345762e-5
B91,a,h099,-0.000384,-7.797452568345762e-5
B94,b,h099,-0.009216,-0.0018713886164029828
B95,b,h099,-0.005376000000000001,-0.0010916433595684067
B97,c,h099,-0.002304,-0.0004678471541007457
B100,a,h099,-0.003456,-0.0007017707311511186
B13,a,h100,-0.001152,-0.00023392357705037285
B26,c,h100,-0.00192,-0.00038987262841728813
B27,c,h100,-0.001152,-0.00023392357705037285
B29,c,h100,-0.000384,-7.797452568345762e-5
B30,c,h100,-0.00192,-0.00038987262841728813
B32,c,h100,-0.002304,-0.0004678471541007457
B40,a,h100,-0.001536,-0.00031189810273383046
B52,c,h100,-0.00384,-0.0007797452568345763
B61,c,h100,-0.0026880000000000003,-0.0005458216797842034
B78,c,h100,-0.00768,-0.0015594905136691525
B79,c,h100,-0.000768,-0.00015594905136691523
B80,c,h100,-0.004992,-0.001013668833884949
B85,a,h100,-0.001152,-0.00023392357705037285
B86,a,h100,-0.000384,-7.797452568345762e-5
B91,a,h100,-0.002304,-0.0004678471541007457
B94,b,h100,-0.009600000000000001,-0.0019493631420864407
B95,b,h100,-0.005376000000000001,-0.0010916433595684067
B97,c,h100,-0.002304,-0.0004678471541007457
B100,a,h100,-0.003456,-0.0007017707311511186
B13,a,h101,-0.000768,-0.00015594905136691523
B26,c,h101,-0.001536,-0.00031189810273383046
B27,c,h101,-0.0026880000000000003,-0.0005458216797842034
B29,c,h101,-0.001152,-0.00023392357705037285
B30,c,h101,-0.001152,-0.00023392357705037285
B32,c,h101,-0.002304,-0.0004678471541007457
B40,a,h101,-0.001152,-0.00023392357705037285
B52,c,h101,-0.005376000000000001,-0.0010916433595684067
B61,c,h101,-0.004608,-0.0009356943082014914
B73,b,h101,-0.000384,-7.797452568345762e-5
B78,c,h101,-0.001152,-0.00023392357705037285
B79,c,h101,-0.000384,-7.797452568345762e-5
B80,c,h101,-0.004992,-0.001013668833884949
B85,a,h101,-0.001536,-0.00031189810273383046
B86,a,h101,-0.000768,-0.00015594905136691523
B91,a,h101,-0.000384,-7.797452568345762e-5
B94,b,h101,-0.009216,-0.0018713886164029828
B95,b,h101,-0.004992,-0.001013668833884949
B97,c,h101,-0.0026880000000000003,-0.0005458216797842034
B100,a,h101,-0.00384,-0.0007797452568345763
B13,a,h102,-0.001152,-0.00023392357705037285
B26,c,h102,-0.001536,-0.00031189810273383046
B27,c,h102,-0.001536,-0.00031189810273383046
B29,c,h102,-0.001152,-0.00023392357705037285
B30,c,h102,-0.000768,-0.00015594905136691523
B32,c,h102,-0.002304,-0.0004678471541007457
B40,a,h102,-0.001536,-0.00031189810273383046
B52,c,h102,-0.004224,-0.0008577197825180339
B61,c,h102,-0.003456,-0.0007017707311511186
B78,c,h102,-0.000768,-0.00015594905136691523
B79,c,h102,-0.000768,-0.00015594905136691523
B80,c,h102,-0.003456,-0.0007017707311511186
B85,a,h102,-0.001536,-0.00031189810273383046
B86,a,h102,-0.00192,-0.00038987262841728813
B91,a,h102,-0.000768,-0.00015594905136691523
B94,b,h102,-0.008832,-0.0017934140907195253
B95,b,h102,-0.005376000000000001,-0.0010916433595684067
B97,c,h102,-0.0026880000000000003,-0.0005458216797842034
B100,a,h102,-0.003456,-0.0007017707311511186
B13,a,h103,-0.000768,-0.00015594905136691523
B26,c,h103,-0.0026880000000000003,-0.0005458216797842034
B27,c,h103,-0.001152,-0.00023392357705037285
B29,c,h103,-0.000768,-0.00015594905136691523
B30,c,h103,-0.000768,-0.00015594905136691523
B32,c,h103,-0.003456,-0.0007017707311511186
B40,a,h103,-0.00192,-0.00038987262841728813
B52,c,h103,-0.004224,-0.0008577197825180339
B61,c,h103,-0.002304,-0.0004678471541007457
B78,c,h103,-0.001152,-0.00023392357705037285
B79,c,h103,-0.00192,-0.00038987262841728813
B80,c,h103,-0.001536,-0.00031189810273383046
B85,a,h103,-0.003456,-0.0007017707311511186
B86,a,h103,-0.006912,-0.0014035414623022372
B91,a,h103,-0.000768,-0.00015594905136691523
B94,b,h103,-0.009216,-0.0018713886164029828
B95,b,h103,-0.00576,-0.0011696178852518642
B97,c,h103,-0.0026880000000000003,-0.0005458216797842034
B100,a,h103,-0.003456,-0.0007017707311511186
B13,a,h104,-0.001152,-0.00023392357705037285
B26,c,h104,-0.0026880000000000003,-0.0005458216797842034
B27,c,h104,-0.001152,-0.00023392357705037285
B29,c,h104,-0.000768,-0.00015594905136691523
B30,c,h104,-0.001152,-0.00023392357705037285
B32,c,h104,-0.003072,-0.0006237962054676609
B40,a,h104,-0.00192,-0.00038987262841728813
B52,c,h104,-0.004224,-0.0008577197825180339
B61,c,h104,-0.001152,-0.00023392357705037285
B78,c,h104,-0.000768,-0.00015594905136691523
B79,c,h104,-0.000768,-0.00015594905136691523
B80,c,h104,-0.000384,-7.797452568345762e-5
B85,a,h104,-0.00192,-0.00038987262841728813
B86,a,h104,-0.005376000000000001,-0.0010916433595684067
B91,a,h104,-0.000384,-7.797452568345762e-5
B94,b,h104,-0.009216,-0.0018713886164029828
B95,b,h104,-0.005376000000000001,-0.0010916433595684067
B97,c,h104,-0.002304,-0.0004678471541007457
B100,a,h104,-0.00384,-0.0007797452568345763
B13,a,h105,-0.001536,-0.00031189810273383046
B26,c,h105,-0.008832,-0.0017934140907195253
B27,c,h105,-0.00192,-0.00038987262841728813
B29,c,h105,-0.000384,-7.797452568345762e-5
B30,c,h105,-0.0026880000000000003,-0.0005458216797842034
B32,c,h105,-0.008832,-0.0017934140907195253
B40,a,h105,-0.0026880000000000003,-0.0005458216797842034
B52,c,h105,-0.00384,-0.0007797452568345763
B61,c,h105,-0.0026880000000000003,-0.0005458216797842034
B78,c,h105,-0.000768,-0.00015594905136691523
B79,c,h105,-0.001152,-0.00023392357705037285
B80,c,h105,-0.000384,-7.797452568345762e-5
B85,a,h105,-0.00192,-0.00038987262841728813
B86,a,h105,-0.00192,-0.00038987262841728813
B91,a,h105,-0.002304,-0.0004678471541007457
B94,b,h105,-0.009600000000000001,-0.0019493631420864407
B95,b,h105,-0.005376000000000001,-0.0010916433595684067
B97,c,h105,-0.0026880000000000003,-0.0005458216797842034
B100,a,h105,-0.003456,-0.0007017707311511186
B13,a,h106,-0.002304,-0.0004678471541007457
B26,c,h106,-0.005376000000000001,-0.0010916433595684067
B27,c,h106,-0.000768,-0.00015594905136691523
B29,c,h106,-0.000768,-0.00015594905136691523
B30,c,h106,-0.00384,-0.0007797452568345763
B32,c,h106,-0.010368,-0.0021053121934533556
B40,a,h106,-0.002304,-0.0004678471541007457
B52,c,h106,-0.004224,-0.0008577197825180339
B61,c,h106,-0.000768,-0.00015594905136691523
B78,c,h106,-0.000768,-0.00015594905136691523
B79,c,h106,-0.00384,-0.0007797452568345763
B80,c,h106,-0.000768,-0.00015594905136691523
B85,a,h106,-0.0026880000000000003,-0.0005458216797842034
B86,a,h106,-0.001152,-0.00023392357705037285
B91,a,h106,-0.000768,-0.00015594905136691523
B94,b,h106,-0.008448,-0.0017154395650360679
B95,b,h106,-0.005376000000000001,-0.0010916433595684067
B97,c,h106,-0.002304,-0.0004678471541007457
B100,a,h106,-0.003456,-0.0007017707311511186
B13,a,h107,-0.002304,-0.0004678471541007457
B26,c,h107,-0.00768,-0.0015594905136691525
B27,c,h107,-0.001152,-0.00023392357705037285
B29,c,h107,-0.000384,-7.797452568345762e-5
B30,c,h107,-0.001152,-0.00023392357705037285
B32,c,h107,-0.005376000000000001,-0.0010916433595684067
B40,a,h107,-0.0026880000000000003,-0.0005458216797842034
B52,c,h107,-0.004224,-0.0008577197825180339
B61,c,h107,-0.001152,-0.00023392357705037285
B78,c,h107,-0.000384,-7.797452568345762e-5
B79,c,h107,-0.000768,-0.00015594905136691523
B80,c,h107,-0.000768,-0.00015594905136691523
B85,a,h107,-0.0026880000000000003,-0.0005458216797842034
B86,a,h107,-0.002304,-0.0004678471541007457
B91,a,h107,-0.007296,-0.0014815159879856949
B94,b,h107,-0.008448,-0.0017154395650360679
B95,b,h107,-0.00576,-0.0011696178852518642
B97,c,h107,-0.001536,-0.00031189810273383046
B100,a,h107,-0.003072,-0.0006237962054676609
B13,a,h108,-0.001536,-0.00031189810273383046
B26,c,h108,-0.003456,-0.0007017707311511186
B27,c,h108,-0.001536,-0.00031189810273383046
B29,c,h108,-0.000768,-0.00015594905136691523
B30,c,h108,-0.000384,-7.797452568345762e-5
B32,c,h108,-0.001536,-0.00031189810273383046
B40,a,h108,-0.001536,-0.00031189810273383046
B52,c,h108,-0.00384,-0.0007797452568345763
B61,c,h108,-0.001536,-0.00031189810273383046
B78,c,h108,-0.000768,-0.00015594905136691523
B79,c,h108,-0.000768,-0.00015594905136691523
B80,c,h108,-0.000768,-0.00015594905136691523
B85,a,h108,-0.00192,-0.00038987262841728813
B86,a,h108,-0.001152,-0.00023392357705037285
B91,a,h108,-0.0026880000000000003,-0.0005458216797842034
B94,b,h108,-0.008832,-0.0017934140907195253
B95,b,h108,-0.00576,-0.0011696178852518642
B97,c,h108,-0.002304,-0.0004678471541007457
B100,a,h108,-0.003072,-0.0006237962054676609
B13,a,h109,-0.00192,-0.00038987262841728813
B26,c,h109,-0.002304,-0.0004678471541007457
B27,c,h109,-0.002304,-0.0004678471541007457
B29,c,h109,-0.000384,-7.797452568345762e-5
B30,c,h109,-0.000768,-0.00015594905136691523
B32,c,h109,-0.001152,-0.00023392357705037285
B40,a,h109,-0.001152,-0.00023392357705037285
B52,c,h109,-0.00576,-0.0011696178852518642
B61,c,h109,-0.001152,-0.00023392357705037285
B78,c,h109,-0.000768,-0.00015594905136691523
B79,c,h109,-0.002304,-0.0004678471541007457
B80,c,h109,-0.003072,-0.0006237962054676609
B85,a,h109,-0.002304,-0.0004678471541007457
B86,a,h109,-0.001536,-0.00031189810273383046
B91,a,h109,-0.002304,-0.0004678471541007457
B94,b,h109,-0.00768,-0.0015594905136691525
B95,b,h109,-0.006144,-0.0012475924109353219
B97,c,h109,-0.00192,-0.00038987262841728813
B100,a,h109,-0.003072,-0.0006237962054676609
B13,a,h110,-0.006528,-0.0013255669366187795
B26,c,h110,-0.0026880000000000003,-0.0005458216797842034
B27,c,h110,-0.00192,-0.00038987262841728813
B29,c,h110,-0.000768,-0.00015594905136691523
B30,c,h110,-0.000768,-0.00015594905136691523
B32,c,h110,-0.001536,-0.00031189810273383046
B40,a,h110,-0.001152,-0.00023392357705037285
B52,c,h110,-0.00384,-0.0007797452568345763
B61,c,h110,-0.001536,-0.00031189810273383046
B78,c,h110,-0.000768,-0.00015594905136691523
B79,c,h110,-0.002304,-0.0004678471541007457
B80,c,h110,-0.004608,-0.0009356943082014914
B85,a,h110,-0.002304,-0.0004678471541007457
B86,a,h110,-0.001152,-0.00023392357705037285
B91,a,h110,-0.002304,-0.0004678471541007457
B94,b,h110,-0.00768,-0.0015594905136691525
B95,b,h110,-0.005376000000000001,-0.0010916433595684067
B97,c,h110,-0.0026880000000000003,-0.0005458216797842034
B100,a,h110,-0.003456,-0.0007017707311511186
B13,a,h111,-0.00384,-0.0007797452568345763
B26,c,h111,-0.0026880000000000003,-0.0005458216797842034
B27,c,h111,-0.00192,-0.00038987262841728813
B29,c,h111,-0.000384,-7.797452568345762e-5
B32,c,h111,-0.001536,-0.00031189810273383046
B40,a,h111,-0.002304,-0.0004678471541007457
B52,c,h111,-0.00384,-0.0007797452568345763
B61,c,h111,-0.001152,-0.00023392357705037285
B78,c,h111,-0.00192,-0.00038987262841728813
B79,c,h111,-0.001152,-0.00023392357705037285
B80,c,h111,-0.00384,-0.0007797452568345763
B85,a,h111,-0.00192,-0.00038987262841728813
B86,a,h111,-0.001152,-0.00023392357705037285
B91,a,h111,-0.006144,-0.0012475924109353219
B94,b,h111,-0.008064,-0.00163746503935261
B95,b,h111,-0.006144,-0.0012475924109353219
B97,c,h111,-0.0026880000000000003,-0.0005458216797842034
B100,a,h111,-0.003456,-0.0007017707311511186
B13,a,h112,-0.005376000000000001,-0.0010916433595684067
B26,c,h112,-0.00384,-0.0007797452568345763
B27,c,h112,-0.002304,-0.0004678471541007457
B29,c,h112,-0.000768,-0.00015594905136691523
B30,c,h112,-0.00192,-0.00038987262841728813
B32,c,h112,-0.006144,-0.0012475924109353219
B40,a,h112,-0.008064000000000002,-0.0020273376677698986
B52,c,h112,-0.004224,-0.0008577197825180339
B61,c,h112,-0.001536,-0.00031189810273383046
B73,b,h112,-0.000384,-7.797452568345762e-5
B78,c,h112,-0.000768,-0.00015594905136691523
B79,c,h112,-0.000768,-0.00015594905136691523
B80,c,h112,-0.000384,-7.797452568345762e-5
B85,a,h112,-0.003072,-0.0006237962054676609
B86,a,h112,-0.001152,-0.00023392357705037285
B91,a,h112,-0.002304,-0.0004678471541007457
B94,b,h112,-0.00768,-0.0015594905136691525
B95,b,h112,-0.006144,-0.0012475924109353219
B97,c,h112,-0.002304,-0.0004678471541007457
B100,a,h112,-0.003456,-0.0007017707311511186
B13,a,h113,-0.004992,-0.001013668833884949
B26,c,h113,-0.0026880000000000003,-0.0005458216797842034
B27,c,h113,-0.002304,-0.0004678471541007457
B29,c,h113,-0.000384,-7.797452568345762e-5
B30,c,h113,-0.000384,-7.797452568345762e-5
B32,c,h113,-0.009600000000000001,-0.0019493631420864407
B40,a,h113,0.0019199999999999998,-0.0006237962054676609
B52,c,h113,-0.00384,-0.0007797452568345763
B61,c,h113,-0.001152,-0.00023392357705037285
B78,c,h113,-0.001536,-0.00031189810273383046
B79,c,h113,-0.00192,-0.00038987262841728813
B80,c,h113,-0.000768,-0.00015594905136691523
B85,a,h113,-0.00384,-0.0007797452568345763
B86,a,h113,-0.006912,-0.0014035414623022372
B91,a,h113,-0.004224,-0.0008577197825180339
B94,b,h113,-0.00768,-0.0015594905136691525
B95,b,h113,-0.00576,-0.0011696178852518642
B97,c,h113,-0.0026880000000000003,-0.0005458216797842034
B100,a,h113,-0.003456,-0.0007017707311511186
B13,a,h114,-0.006912,-0.0014035414623022372
B26,c,h114,-0.002304,-0.0004678471541007457
B27,c,h114,-0.00192,-0.00038987262841728813
B29,c,h114,-0.000768,-0.00015594905136691523
B30,c,h114,-0.003456,-0.0007017707311511186
B32,c,h114,-0.009216,-0.0018713886164029828
B40,a,h114,-0.0057599999999999995,-0.00163746503935261
B52,c,h114,-0.004224,-0.0008577197825180339
B61,c,h114,-0.001152,-0.00023392357705037285
B78,c,h114,-0.000768,-0.00015594905136691523
B79,c,h114,-0.003072,-0.0006237962054676609
B80,c,h114,-0.005376000000000001,-0.0010916433595684067
B85,a,h114,-0.001536,-0.00031189810273383046
B86,a,h114,-0.004608,-0.0009356943082014914
B91,a,h114,-0.001152,-0.00023392357705037285
B94,b,h114,-0.00768,-0.0015594905136691525
B95,b,h114,-0.006144,-0.0012475924109353219
B97,c,h114,-0.012288,-0.0024951848218706437
B100,a,h114,-0.003456,-0.0007017707311511186
B13,a,h115,-0.008448,-0.0017154395650360679
B26,c,h115,-0.0026880000000000003,-0.0005458216797842034
B27,c,h115,-0.003072,-0.0006237962054676609
B29,c,h115,-0.001536,-0.00031189810273383046
B30,c,h115,-0.000768,-0.00015594905136691523
B32,c,h115,-0.003072,-0.0006237962054676609
B40,a,h115,-0.0023039999999999996,-0.0007017707311511186
B52,c,h115,-0.00768,-0.0015594905136691525
B61,c,h115,-0.001152,-0.00023392357705037285
B78,c,h115,-0.003072,-0.0006237962054676609
B79,c,h115,-0.001152,-0.00023392357705037285
B80,c,h115,-0.007296,-0.0014815159879856949
B85,a,h115,-0.002304,-0.0004678471541007457
B86,a,h115,-0.00384,-0.0007797452568345763
B91,a,h115,-0.00384,-0.0007797452568345763
B94,b,h115,-0.008832,-0.0017934140907195253
B95,b,h115,-0.00576,-0.0011696178852518642
B97,c,h115,-0.00384,-0.0007797452568345763
B100,a,h115,-0.003456,-0.0007017707311511186
B13,a,h116,-0.003072,-0.0006237962054676609
B26,c,h116,-0.0026880000000000003,-0.0005458216797842034
B27,c,h116,-0.002304,-0.0004678471541007457
B29,c,h116,-0.001152,-0.00023392357705037285
B30,c,h116,-0.001152,-0.00023392357705037285
B32,c,h116,-0.00192,-0.00038987262841728813
B40,a,h116,-0.007296,-0.0014815159879856949
B52,c,h116,-0.01344,-0.0027291083989210165
B61,c,h116,-0.00192,-0.00038987262841728813
B78,c,h116,-0.001152,-0.00023392357705037285
B79,c,h116,-0.000768,-0.00015594905136691523
B80,c,h116,-0.008832,-0.0017934140907195253
B85,a,h116,-0.001536,-0.00031189810273383046
B86,a,h116,-0.00192,-0.00038987262841728813
B91,a,h116,-0.01152,-0.0023392357705037284
B94,b,h116,-0.009216,-0.0018713886164029828
B95,b,h116,-0.00576,-0.0011696178852518642
B97,c,h116,-0.010752000000000001,-0.0021832867191368135
B100,a,h116,-0.003456,-0.0007017707311511186
B13,a,h117,-0.00192,-0.00038987262841728813
B26,c,h117,-0.0026880000000000003,-0.0005458216797842034
B27,c,h117,-0.0026880000000000003,-0.0005458216797842034
B29,c,h117,-0.000768,-0.00015594905136691523
B30,c,h117,-0.000384,-7.797452568345762e-5
B32,c,h117,-0.00192,-0.00038987262841728813
B40,a,h117,-0.0026880000000000003,-0.0005458216797842034
B52,c,h117,-0.00384,-0.0007797452568345763
B61,c,h117,-0.001152,-0.00023392357705037285
B78,c,h117,-0.001536,-0.00031189810273383046
B79,c,h117,-0.001152,-0.00023392357705037285
B80,c,h117,-0.005376000000000001,-0.0010916433595684067
B85,a,h117,-0.003072,-0.0006237962054676609
B86,a,h117,-0.00192,-0.00038987262841728813
B91,a,h117,-0.001536,-0.00031189810273383046
B94,b,h117,-0.009216,-0.0018713886164029828
B95,b,h117,-0.006144,-0.0012475924109353219
B97,c,h117,-0.006912,-0.0014035414623022372
B100,a,h117,-0.003456,-0.0007017707311511186
B13,a,h118,-0.002304,-0.0004678471541007457
B26,c,h118,-0.003072,-0.0006237962054676609
B27,c,h118,-0.002304,-0.0004678471541007457
B29,c,h118,-0.000384,-7.797452568345762e-5
B30,c,h118,-0.001152,-0.00023392357705037285
B32,c,h118,-0.002304,-0.0004678471541007457
B40,a,h118,-0.00192,-0.00038987262841728813
B52,c,h118,-0.00384,-0.0007797452568345763
B61,c,h118,-0.003072,-0.0006237962054676609
B78,c,h118,-0.001536,-0.00031189810273383046
B79,c,h118,-0.000384,-7.797452568345762e-5
B80,c,h118,-0.012288,-0.0024951848218706437
B85,a,h118,-0.002304,-0.0004678471541007457
B86,a,h118,-0.00192,-0.00038987262841728813
B91,a,h118,-0.0026880000000000003,-0.0005458216797842034
B94,b,h118,-0.009216,-0.0018713886164029828
B95,b,h118,-0.006144,-0.0012475924109353219
B97,c,h118,-0.013056,-0.002651133873237559
B100,a,h118,-0.003456,-0.0007017707311511186
B13,a,h119,-0.003072,-0.0006237962054676609
B26,c,h119,-0.0026880000000000003,-0.0005458216797842034
B27,c,h119,-0.002304,-0.0004678471541007457
B29,c,h119,-0.000768,-0.00015594905136691523
B32,c,h119,-0.002304,-0.0004678471541007457
B40,a,h119,-0.00192,-0.00038987262841728813
B52,c,h119,-0.00384,-0.0007797452568345763
B61,c,h119,-0.001152,-0.00023392357705037285
B78,c,h119,-0.001536,-0.00031189810273383046
B79,c,h119,-0.000768,-0.00015594905136691523
B80,c,h119,-0.005376000000000001,-0.0010916433595684067
B85,a,h119,-0.001152,-0.00023392357705037285
B86,a,h119,-0.000768,-0.00015594905136691523
B91,a,h119,-0.001152,-0.00023392357705037285
B94,b,h119,-0.009216,-0.0018713886164029828
B95,b,h119,-0.00576,-0.0011696178852518642
B97,c,h119,-0.004224,-0.0008577197825180339
B100,a,h119,-0.003456,-0.0007017707311511186
B13,a,h120,-0.001536,-0.00031189810273383046
B26,c,h120,-0.002304,-0.0004678471541007457
B27,c,h120,-0.001536,-0.00031189810273383046
B29,c,h120,-0.000384,-7.797452568345762e-5
B30,c,h120,-0.001536,-0.00031189810273383046
B32,c,h120,-0.002304,-0.0004678471541007457
B40,a,h120,-0.00192,-0.00038987262841728813
B52,c,h120,-0.00384,-0.0007797452568345763
B61,c,h120,-0.00192,-0.00038987262841728813
B78,c,h120,-0.001536,-0.00031189810273383046
B79,c,h120,-0.000768,-0.00015594905136691523
B80,c,h120,-0.008064,-0.00163746503935261
B85,a,h120,-0.000768,-0.00015594905136691523
B86,a,h120,-0.000768,-0.00015594905136691523
B91,a,h120,-0.001152,-0.00023392357705037285
B94,b,h120,-0.009216,-0.0018713886164029828
B95,b,h120,-0.00576,-0.0011696178852518642
B97,c,h120,-0.00192,-0.00038987262841728813
B100,a,h120,-0.00384,-0.0007797452568345763
B13,a,h121,-0.001152,-0.00023392357705037285
B26,c,h121,-0.0026880000000000003,-0.0005458216797842034
B27,c,h121,-0.000768,-0.00015594905136691523
B29,c,h121,-0.000768,-0.00015594905136691523
B32,c,h121,-0.00192,-0.00038987262841728813
B40,a,h121,-0.00192,-0.00038987262841728813
B52,c,h121,-0.00384,-0.0007797452568345763
B61,c,h121,-0.001536,-0.00031189810273383046
B78,c,h121,-0.00192,-0.00038987262841728813
B79,c,h121,-0.000768,-0.00015594905136691523
B80,c,h121,-0.005376000000000001,-0.0010916433595684067
B85,a,h121,-0.000768,-0.00015594905136691523
B86,a,h121,-0.000768,-0.00015594905136691523
B91,a,h121,-0.000768,-0.00015594905136691523
B94,b,h121,-0.009600000000000001,-0.0019493631420864407
B95,b,h121,-0.005376000000000001,-0.0010916433595684067
B97,c,h121,-0.00192,-0.00038987262841728813
B100,a,h121,-0.003456,-0.0007017707311511186
B13,a,h122,-0.001152,-0.00023392357705037285
B26,c,h122,-0.001536,-0.00031189810273383046
B27,c,h122,-0.001536,-0.00031189810273383046
B29,c,h122,-0.000768,-0.00015594905136691523
B30,c,h122,-0.000768,-0.00015594905136691523
B32,c,h122,-0.002304,-0.0004678471541007457
B40,a,h122,-0.001536,-0.00031189810273383046
B52,c,h122,-0.004224,-0.0008577197825180339
B61,c,h122,-0.00192,-0.00038987262841728813
B78,c,h122,-0.001152,-0.00023392357705037285
B79,c,h122,-0.000768,-0.00015594905136691523
B80,c,h122,-0.00576,-0.0011696178852518642
B85,a,h122,-0.00192,-0.00038987262841728813
B86,a,h122,-0.001536,-0.00031189810273383046
B91,a,h122,-0.00192,-0.00038987262841728813
B94,b,h122,-0.009600000000000001,-0.0019493631420864407
B95,b,h122,-0.005376000000000001,-0.0010916433595684067
B97,c,h122,-0.00192,-0.00038987262841728813
B100,a,h122,-0.003456,-0.0007017707311511186
B13,a,h123,-0.001536,-0.00031189810273383046
B26,c,h123,-0.00192,-0.00038987262841728813
B27,c,h123,-0.001152,-0.00023392357705037285
B29,c,h123,-0.001152,-0.00023392357705037285
B30,c,h123,-0.001152,-0.00023392357705037285
B32,c,h123,-0.002304,-0.0004678471541007457
B40,a,h123,-0.001536,-0.00031189810273383046
B52,c,h123,-0.00576,-0.0011696178852518642
B61,c,h123,-0.00192,-0.00038987262841728813
B78,c,h123,-0.000768,-0.00015594905136691523
B79,c,h123,-0.000768,-0.00015594905136691523
B80,c,h123,-0.006912,-0.0014035414623022372
B85,a,h123,-0.001536,-0.00031189810273383046
B86,a,h123,-0.000384,-7.797452568345762e-5
B91,a,h123,-0.000768,-0.00015594905136691523
B94,b,h123,-0.009984,-0.002027337667769898
B95,b,h123,-0.004992,-0.001013668833884949
B97,c,h123,-0.00192,-0.00038987262841728813
B100,a,h123,-0.00384,-0.0007797452568345763
B13,a,h124,-0.001152,-0.00023392357705037285
B26,c,h124,-0.00192,-0.00038987262841728813
B27,c,h124,-0.001152,-0.00023392357705037285
B29,c,h124,-0.000768,-0.00015594905136691523
B30,c,h124,-0.000768,-0.00015594905136691523
B32,c,h124,-0.00192,-0.00038987262841728813
B40,a,h124,-0.001152,-0.00023392357705037285
B52,c,h124,-0.00384,-0.0007797452568345763
B61,c,h124,-0.001152,-0.00023392357705037285
B73,b,h124,-0.000384,-7.797452568345762e-5
B78,c,h124,-0.001536,-0.00031189810273383046
B79,c,h124,-0.000768,-0.00015594905136691523
B80,c,h124,-0.007296,-0.0014815159879856949
B85,a,h124,-0.001152,-0.00023392357705037285
B86,a,h124,-0.001152,-0.00023392357705037285
B91,a,h124,-0.000768,-0.00015594905136691523
B94,b,h124,-0.009984,-0.002027337667769898
B95,b,h124,-0.005376000000000001,-0.0010916433595684067
B97,c,h124,-0.00192,-0.00038987262841728813
B100,a,h124,-0.003456,-0.0007017707311511186
B13,a,h125,-0.001152,-0.00023392357705037285
B26,c,h125,-0.001152,-0.00023392357705037285
B27,c,h125,-0.001152,-0.00023392357705037285
B29,c,h125,-0.001152,-0.00023392357705037285
B30,c,h125,-0.001152,-0.00023392357705037285
B32,c,h125,-0.001536,-0.00031189810273383046
B40,a,h125,-0.000768,-0.00015594905136691523
B52,c,h125,-0.003456,-0.0007017707311511186
B61,c,h125,-0.002304,-0.0004678471541007457
B78,c,h125,-0.00384,-0.0007797452568345763
B79,c,h125,-0.000768,-0.00015594905136691523
B80,c,h125,-0.006912,-0.0014035414623022372
B85,a,h125,-0.000768,-0.00015594905136691523
B86,a,h125,-0.001152,-0.00023392357705037285
B91,a,h125,-0.000768,-0.00015594905136691523
B94,b,h125,-0.009600000000000001,-0.0019493631420864407
B95,b,h125,-0.005376000000000001,-0.0010916433595684067
B97,c,h125,-0.002304,-0.0004678471541007457
B100,a,h125,-0.003456,-0.0007017707311511186
B13,a,h126,-0.001152,-0.00023392357705037285
B26,c,h126,-0.00192,-0.00038987262841728813
B27,c,h126,-0.001152,-0.00023392357705037285
B29,c,h126,-0.000384,-7.797452568345762e-5
B30,c,h126,-0.005376000000000001,-0.0010916433595684067
B32,c,h126,-0.002304,-0.0004678471541007457
B40,a,h126,-0.003072,-0.0006237962054676609
B52,c,h126,-0.004224,-0.0008577197825180339
B61,c,h126,-0.00192,-0.00038987262841728813
B78,c,h126,-0.000768,-0.00015594905136691523
B79,c,h126,-0.00192,-0.00038987262841728813
B80,c,h126,-0.005376000000000001,-0.0010916433595684067
B85,a,h126,-0.00192,-0.00038987262841728813
B86,a,h126,-0.000384,-7.797452568345762e-5
B91,a,h126,-0.000768,-0.00015594905136691523
B94,b,h126,-0.009984,-0.002027337667769898
B95,b,h126,-0.005376000000000001,-0.0010916433595684067
B97,c,h126,-0.0026880000000000003,-0.0005458216797842034
B100,a,h126,-0.00384,-0.0007797452568345763
B13,a,h127,-0.001152,-0.00023392357705037285
B26,c,h127,-0.00192,-0.00038987262841728813
B27,c,h127,-0.001536,-0.00031189810273383046
B29,c,h127,-0.000768,-0.00015594905136691523
B30,c,h127,-0.003456,-0.0007017707311511186
B32,c,h127,-0.00192,-0.00038987262841728813
B40,a,h127,-0.0026880000000000003,-0.0005458216797842034
B52,c,h127,-0.00384,-0.0007797452568345763
B61,c,h127,-0.002304,-0.0004678471541007457
B78,c,h127,-0.001152,-0.00023392357705037285
B79,c,h127,-0.000768,-0.00015594905136691523
B80,c,h127,-0.003456,-0.0007017707311511186
B85,a,h127,-0.0026880000000000003,-0.0005458216797842034
B86,a,h127,-0.001536,-0.00031189810273383046
B91,a,h127,-0.000768,-0.00015594905136691523
B94,b,h127,-0.009600000000000001,-0.0019493631420864407
B95,b,h127,-0.005376000000000001,-0.0010916433595684067
B97,c,h127,-0.002304,-0.0004678471541007457
B100,a,h127,-0.003456,-0.0007017707311511186
B13,a,h128,-0.0026880000000000003,-0.0005458216797842034
